account,risk_score,is_laundering,community_size,anomaly_score
25337_80D55BFF0,0.86849356,0,1,0.3074606236827407
7042_80D325160,0.8684089,0,1,0.33157800660148934
10614_8103E1B50,0.86829543,0,1,0.3074606236827407
24515_802237E00,0.8680772,0,1,0.31447584253940275
27103_80362C6E0,0.86804354,0,1,0.3074606236827407
4523_808AB1E60,0.86804193,0,1,0.31470197879889206
12446_807648E60,0.8679521,0,1,0.31914090200065864
21831_80B51B720,0.86779356,1,1,0.31178949429931335
13057_802335530,0.8676346,0,1,0.31178949429931335
10_800164250,0.86762583,1,1,0.3112631347274731
33780_8105E3820,0.8674698,0,1,0.3513103996872025
22345_8011B7950,0.8674698,0,1,0.3513103996872025
5836_802426AC0,0.8674698,0,1,0.3513103996872025
3144_806FDC5A0,0.86742234,0,1,0.31413135319076135
3_80B13B300,0.8669912,0,1,0.3074606236827407
118190_806B2DED0,0.8668958,0,1,0.3074606236827407
28726_80A82B230,0.86685884,0,1,0.3077148427632307
39040_810F733F0,0.86683524,0,1,0.3077148427632307
138010_80ED79560,0.86676097,0,1,0.3522151973619726
24550_80E706DB0,0.86676097,0,1,0.3522151973619726
11899_80B06CB00,0.8665632,0,2,0.4432909802122086
2439_806E7A2E0,0.86639404,0,1,0.3511644461918514
124331_80E24C4C0,0.86639404,0,1,0.3511644461918514
18067_812E0C200,0.866204,0,1,0.3074606236827407
8823_806933F60,0.8661965,0,1,0.3074606236827407
44458_811074E10,0.8660349,0,1,0.3074606236827407
12_800A4C560,0.8658039,0,1,0.31178949429931335
27103_807923B80,0.86579955,0,1,0.3077148427632307
219184_80856B670,0.86565876,0,1,0.3077148427632307
1547_80069E9E0,0.865608,1,1,0.31879130236029435
4503_811A9BD00,0.86541307,1,1,0.3112631347274731
28183_80BF4C160,0.8653871,1,1,0.31447584253940275
32297_80DE40860,0.8650957,0,1,0.3074606236827407
12_800841A30,0.8649922,0,1,0.35621592384325357
21749_80BA22470,0.8648276,0,1,0.3114479476834045
11974_8033D1C10,0.86477697,0,1,0.3383652981128033
3881_8075CCF30,0.8647388,0,2,0.3825552975116018
13554_80943C840,0.86469084,0,1,0.31447584253940275
27444_804E5FBF0,0.8641855,0,1,0.3114479476834045
113744_809FD9680,0.8638783,0,1,0.3077148427632307
25536_807B008C0,0.8637848,0,1,0.31914090200065864
22164_800DB2CF0,0.8637446,0,1,0.3534762877402598
117304_806DD88D0,0.8636628,0,1,0.3074606236827407
3242_8013EFE50,0.86353225,0,1,0.31178949429931335
116715_81307EF90,0.8634345,0,1,0.3074606236827407
2947_804EDB040,0.8632726,0,1,0.34535669282129833
1467_804E5E190,0.8630588,0,1,0.3074606236827407
1420_8025AE310,0.86297137,0,1,0.3074606236827407
12_804F98AE0,0.86295956,0,2,0.6253065394782216
111433_8060D7030,0.8629436,0,1,0.31599160199683074
8455_80947EBC0,0.86287445,0,1,0.3074606236827407
13858_8035103E0,0.8627872,0,1,0.3074606236827407
12_8022C9170,0.86274475,0,1,0.3531271580135787
210431_80525A6B0,0.862739,0,1,0.3074606236827407
14650_802866120,0.86255413,0,1,0.3074606236827407
235711_80D268150,0.8621903,0,1,0.31585160973594256
1467_800576EE0,0.86214906,0,1,0.3546919603557208
9571_80801BD30,0.8620942,0,1,0.3074606236827407
16787_8070B1470,0.8619792,0,1,0.34865709955339486
21174_806DF0C60,0.86190975,0,1,0.3074606236827407
117999_80BBEDC60,0.86179143,1,1,0.38693686183633974
23146_802BEAB00,0.86158305,0,1,0.3074606236827407
130902_812954B90,0.86158025,0,1,0.31447584253940275
1853_8012B3470,0.86158025,0,1,0.31447584253940275
6129_802B7C590,0.8615446,0,1,0.3074606236827407
132523_80CA77970,0.86150885,1,1,0.3114479476834045
38437_812FA8410,0.86145604,0,1,0.31447584253940275
15980_8048C0560,0.8614424,0,1,0.3606197720013783
908_800DB03B0,0.8613515,0,1,0.36552441636387417
218989_80DB315C0,0.8612817,0,1,0.31914090200065864
136808_80F5F7BF0,0.8612457,0,1,0.3074606236827407
26_8087BDBF0,0.8612044,0,1,0.3074606236827407
2591_80BCD46A0,0.861045,0,1,0.3074606236827407
4_802F673D0,0.86095923,1,1,0.3182216574378651
29788_807E35BF0,0.86095876,0,1,0.3448309689886677
220_805318F00,0.8609529,0,1,0.3170267647039471
11471_8014322B0,0.8608166,1,1,0.3077148427632307
11_8003293E0,0.86072195,0,4,0.4705980399470397
16788_802B89F10,0.8606354,0,1,0.32158789031168405
225690_80DCDB6F0,0.86061877,0,1,0.3077148427632307
3144_8032193B0,0.8605316,0,1,0.353141704727514
29089_80656A590,0.8604945,0,1,0.3077148427632307
14433_804DDD2E0,0.8604223,0,1,0.3518367335324708
114674_81400A920,0.8603428,0,1,0.3074606236827407
11318_8058D65B0,0.86002797,0,1,0.31447584253940275
7195_807CC6AA0,0.85973114,0,1,0.31447584253940275
25981_8032BC8E0,0.8595277,0,1,0.3531271580135787
1047_800A817B0,0.8593422,0,1,0.3635354299578152
135403_80D224920,0.85932755,0,1,0.31914090200065864
29788_803D2E300,0.85928804,0,1,0.3213683328697317
16388_802CE9A90,0.8592876,0,1,0.31178949429931335
23842_81288B940,0.85924995,0,1,0.3077148427632307
220_80C540E20,0.8592317,0,1,0.3505980474571153
1665_800CC5C50,0.85920376,0,1,0.3520745604305223
112733_80566ED50,0.8591545,0,1,0.31552049080143957
22164_80C7BE330,0.85912764,0,1,0.3170267647039471
25981_805176FF0,0.85912234,0,1,0.3074606236827407
18097_80EF96640,0.85900164,1,1,0.3151143058140057
15695_80EBB38D0,0.8589874,0,2,0.42526295474048714
19329_80B3C90F0,0.85896146,0,1,0.3532982247645656
32317_80DE18E40,0.85884565,0,1,0.3074606236827407
26624_802F13940,0.85879487,0,2,0.38698912009762837
220572_807E840A0,0.85874707,0,1,0.35631001861854783
795_800947AB0,0.8587419,0,2,0.4228232767970853
15980_80856DC70,0.85837036,0,1,0.35169777245119915
5_807673750,0.8583376,0,1,0.31413135319076135
22775_802F3F8B0,0.8581209,1,1,0.307797797635323
11056_80ABDD6E0,0.85807824,1,1,0.3112631347274731
20_80012E0B0,0.8580669,1,2,0.43932917961135676
25981_803470A90,0.858066,0,1,0.3077148427632307
1688_80082C6C0,0.85804725,0,1,0.31447584253940275
22828_8043D1720,0.8580075,0,1,0.32376910379261176
8354_81292BFD0,0.857976,0,1,0.3170267647039471
2952_8052F3A00,0.85790807,0,1,0.3549320212839752
19023_805ABD670,0.8577428,0,1,0.31447584253940275
11157_8014687C0,0.85769755,0,1,0.34581603398539446
3051_803BDBD20,0.85769755,0,1,0.34434169366045503
26818_80A78CF60,0.8576486,0,1,0.31433302238366034
1411_800CCB540,0.85752296,0,1,0.3114479476834045
1299_807BC3370,0.8574728,0,1,0.31447584253940275
13037_8027CF570,0.8571786,1,1496,0.5447447037311788
26580_8093F4D70,0.85685265,1,1,0.31585160973594256
13145_8018583F0,0.8568375,0,1,0.3114479476834045
130435_80D399300,0.85683185,0,1,0.3077148427632307
27535_81096C2E0,0.8567919,1,1,0.3074606236827407
13264_80675F880,0.85676795,0,1,0.3170267647039471
19474_804EED730,0.85674727,0,3,0.4107686218995122
32297_8124AE170,0.8567422,0,1,0.3074606236827407
1522_806058880,0.8566169,0,1,0.3074606236827407
15055_801EFC5C0,0.8564268,1,1,0.3077148427632307
13554_807209220,0.8564268,0,1,0.3077148427632307
2843_8011F41C0,0.8564268,0,1,0.3077148427632307
14650_812E9C1D0,0.8564268,0,1,0.3077148427632307
112064_805D535A0,0.8564082,1,1,0.3626415959576843
4523_80B6D18A0,0.85615516,0,1,0.3074606236827407
1502_806CCE390,0.85597694,0,1,0.31447584253940275
214615_80EEB1BB0,0.85586494,0,1,0.3074606236827407
21387_801ADDA10,0.8554888,1,3,0.5467591168884304
513_8006745C0,0.8554273,0,1,0.3114479476834045
12381_80A00ED90,0.8554145,0,1,0.3077148427632307
220541_80873C870,0.85536796,0,1,0.3077148427632307
3881_80555D1C0,0.85526085,0,1,0.31447584253940275
115363_80AEBE900,0.85526085,0,1,0.31447584253940275
24144_804E46E00,0.85514706,0,1,0.34816469274690665
3242_801BF9690,0.85514706,1,1,0.34816469274690665
14290_801C965B0,0.8550383,0,1,0.3074606236827407
212818_804CB4440,0.85498106,0,1,0.3074606236827407
22_803AD3F90,0.85490704,0,1,0.31413135319076135
11107_8013A31B0,0.8549069,0,1,0.3505980474571153
5836_80A32E560,0.8548413,0,1,0.3532982247645656
18196_8036D4E10,0.85451406,0,1,0.35166109552793795
1292_808ADCF20,0.85443264,0,1,0.3074606236827407
220_8002B92A0,0.8544252,0,1,0.3112631347274731
17708_808755FD0,0.85436046,0,1,0.3785044352637971
16606_8064545E0,0.854156,1,2,0.3928630503940759
10_80D56DA50,0.8540018,0,1,0.3114479476834045
1_80094DCD0,0.8538092,0,1,0.3170267647039471
131466_812EA1720,0.8536946,0,1,0.3074606236827407
4403_80254F410,0.85363275,0,1,0.3170267647039471
21749_801062E40,0.85361314,0,1,0.3532982247645656
29788_80399CED0,0.85352963,1,1,0.31204119775730016
19477_8038B8830,0.853441,0,1,0.3542118340049334
11157_8086A3C50,0.8534327,0,1,0.31413135319076135
14099_802EC63E0,0.8532088,0,1,0.3075322450286877
1501_8077F2890,0.85318214,0,1,0.3170267647039471
25981_802EF0450,0.85289,0,5,0.4463696853239134
22_800142A60,0.85281795,0,1,0.5083464789732698
4766_802C3F910,0.852781,0,1,0.342421764096066
1024_803BC3DB0,0.85273194,0,1,0.3074606236827407
1457_8019BCD10,0.852706,0,1,0.3077148427632307
3489_8016E4000,0.8526703,0,1,0.3074606236827407
115363_8121C4A10,0.852484,0,1,0.3077148427632307
221332_8111CBF40,0.8524011,0,1,0.3074606236827407
127977_8106D7B40,0.8522724,0,1,0.33556505782267443
1_809B86980,0.8522724,0,1,0.33556505782267443
222697_8085DD9A0,0.85226214,1,2,0.41075337743375223
119880_807B5B080,0.85213614,0,1,0.3170267647039471
8595_80F91E1B0,0.85191953,0,1,0.3077148427632307
136731_81252FBA0,0.85186726,0,1,0.3151143058140057
1411_8013D6FE0,0.8517853,0,1,0.3532982247645656
908_8005DB7F0,0.8517793,0,1,0.3170267647039471
2385_80DACB580,0.85130465,0,1,0.3074606236827407
8623_803D62610,0.85125536,0,1,0.3074606236827407
23833_8022524F0,0.85112095,0,1,0.349064161091985
22732_80E6F8D50,0.85111016,0,1,0.31552049080143957
21831_800D85240,0.85099757,0,1,0.3074606236827407
113779_805593540,0.8507245,1,1,0.31178949429931335
113798_80B6A9C10,0.8506677,0,1,0.3170267647039471
120691_80B8DABA0,0.8505099,0,1,0.3074606236827407
23885_802593340,0.85029745,0,1,0.3151143058140057
22736_80F20DB70,0.8502288,0,1,0.3077148427632307
129000_813213DB0,0.85019743,0,1,0.3077148427632307
38437_8139EFEF0,0.8501805,0,1,0.3074606236827407
11642_807C7C290,0.85006243,0,1,0.31899951452032493
26024_808BA5440,0.85005766,0,1,0.34294607069698996
29404_804B1B730,0.85005766,0,1,0.34294607069698996
3242_802738A10,0.85001355,0,1,0.31178949429931335
795_8006E9490,0.8499999,0,1,0.3442257203663538
10_8041B28C0,0.8499918,0,1,0.3532982247645656
22775_808FFA680,0.8498751,0,1,0.3074606236827407
24144_801826CA0,0.8497953,0,1,0.3170267647039471
6179_80C301FB0,0.84974235,0,1,0.31413135319076135
12735_807A387B0,0.84959817,0,1,0.35373284839408253
19477_80B15B050,0.84956414,0,1,0.3074606236827407
12513_80AF3D840,0.8495088,0,1,0.3077148427632307
220_807740910,0.84938383,0,1,0.3074606236827407
1299_811AD9E70,0.84923,0,1,0.3114479476834045
220271_80BCEC5D0,0.849196,0,1,0.3114479476834045
16941_8125A7340,0.8491557,0,1,0.3074606236827407
232583_8113DE220,0.848965,0,1,0.3213683328697317
17753_80AF351E0,0.8489351,1,2,0.3773272251926093
220572_807DE1A50,0.8489293,0,1,0.31413135319076135
35684_81284FD10,0.84883386,0,1,0.3412806209178112
18230_807B4E9C0,0.84877294,0,1,0.3369337266875351
1411_800DCD150,0.84877294,0,1,0.33701048456880967
17708_80C0F3760,0.84874153,0,1,0.33556505782267443
21568_8085D34D0,0.84866047,0,1,0.3170267647039471
110603_8089F4490,0.84866047,0,1,0.3170267647039471
21749_80B626740,0.8485339,0,1,0.3170267647039471
3335_803D21410,0.8484237,0,1,0.3077148427632307
122352_80BB5DE20,0.8483638,0,1,0.36972085857453807
1267_802FC0930,0.84827936,0,1,0.34767581663179314
24132_8033F99C0,0.8482365,0,1,0.3074606236827407
22091_8081262F0,0.8482194,0,1,0.3152670296261158
4_809F5AC20,0.8481905,0,1,0.35559918317551187
215803_807230910,0.8481373,0,1,0.32750984675702993
3514_805257320,0.84796923,0,1,0.3074606236827407
220_800115860,0.8479412,1,1,0.3462546015867336
11642_80B3CD010,0.84790856,0,1,0.3077148427632307
25981_805BC2710,0.84788793,0,1,0.3114479476834045
28694_80568C5D0,0.847693,0,3,0.44029094140453456
231706_81214F2C0,0.84765756,0,1,0.3077148427632307
210261_80C45AAA0,0.84749955,0,1,0.32376910379261176
128684_80A965010,0.84742624,0,1,0.3112631347274731
14011_810A6E9F0,0.8474204,0,1,0.3077148427632307
5365_80D583CE0,0.8473872,0,889,0.5060553265569233
112078_80B4E2150,0.8472802,0,1,0.3074606236827407
13037_806C6BDA0,0.8469716,0,1,0.3518367335324708
29003_80BDC4E30,0.84685314,0,1,0.3074606236827407
23555_80BA57230,0.84685314,1,1,0.3074606236827407
11813_80334A280,0.846826,0,1,0.3502563433155926
227171_809ECD8C0,0.84674364,0,1,0.3170267647039471
215897_80CF1E2A0,0.8466993,0,1,0.3074606236827407
16941_80319D490,0.84668183,0,1,0.3415940285161341
12735_80160FC80,0.8465004,0,1,0.3170267647039471
16788_809884980,0.8462785,0,1,0.31447584253940275
2467_8020C4710,0.84600013,0,1,0.3114479476834045
17610_8033961D0,0.8459839,0,1,0.3074606236827407
4726_80841F9E0,0.8459403,0,1,0.31178949429931335
17732_8036097D0,0.8458485,0,2,0.40942566431546207
20_80B2C2980,0.8458104,1,1,0.3074606236827407
20_8078228C0,0.8456263,0,1,0.3077148427632307
13037_8013141F0,0.84544086,0,1,0.31447584253940275
1292_807948C20,0.84543705,0,1,0.3074606236827407
24840_802171DD0,0.8453422,0,1,0.3077148427632307
245310_81116E8C0,0.84522235,0,1,0.34271411655609585
1241_801A7E980,0.8451126,0,1,0.3444586975837604
16788_805B503E0,0.8450617,0,1,0.35256725115138743
13432_805CC3160,0.8450227,0,1,0.3114479476834045
11318_803530C10,0.84496754,0,2,0.4449877073659527
11813_800F07800,0.8449587,0,1,0.3596114319370981
12_8002924E0,0.8449381,1,1,0.367552314780168
29069_805E0AE30,0.84490687,0,1,0.3077148427632307
28255_80C707370,0.8447772,0,1,0.3152670296261158
11296_808A657F0,0.8447772,0,1,0.3152670296261158
1047_8042375E0,0.8447772,0,1,0.3164563712301515
28733_80AE18080,0.8447179,0,1,0.3170267647039471
5365_80B7CE4C0,0.8446949,0,1,0.31447584253940275
410_800C097A0,0.8446706,0,1,0.31178949429931335
6075_803B97AE0,0.844651,0,1,0.31639061180367356
2454_802C63F60,0.844589,0,1,0.31178949429931335
11157_800CB89E0,0.8445445,0,1,0.3077148427632307
17491_806BBE380,0.8444729,0,1,0.31447584253940275
1068_801A91CF0,0.8443924,0,1,0.3147280684399341
111425_803BF54E0,0.8442938,0,1,0.31178949429931335
25309_811663900,0.84422517,0,1,0.34848364592756076
21387_802CF5180,0.8442251,0,1,0.3074606236827407
218472_8104BCC70,0.84419924,0,1,0.3077148427632307
12_800550B60,0.84417605,1,1,0.34392180034918
222773_8084A5FC0,0.8441291,0,1,0.319204652592031
220083_808A70550,0.8440273,0,1,0.32050206195625824
17729_803164E90,0.84397614,0,1,0.3621519812167018
18097_802FDA990,0.84397393,0,1,0.31447584253940275
3_8035E7550,0.8436913,0,1,0.3549320212839752
22_8007F5340,0.843622,0,1,0.3114479476834045
220967_80B427A30,0.84360176,0,1,0.3170267647039471
15010_806892E00,0.8435911,0,1,0.3383652981128033
20_8084BF9B0,0.8435911,0,1,0.3383652981128033
121453_80E0AADD0,0.84352696,0,1,0.3074606236827407
214529_805DA6750,0.84352696,0,1,0.3074606236827407
212_806497890,0.84352326,0,1,0.3402758090767699
1547_8018F14D0,0.84351724,0,1,0.31447584253940275
10344_80B6A0300,0.84344894,0,1,0.31413135319076135
9417_8038D58E0,0.8433744,0,2,0.45135191719646284
3_802FBDE30,0.84317744,0,1,0.36661376876442053
9608_80EF7F260,0.8431216,0,1,0.3074606236827407
12_804AA5180,0.8431178,0,1,0.3170267647039471
5394_805B70DB0,0.843081,0,1,0.3147297146501305
132499_80DD33210,0.84303147,0,1,0.3074606236827407
25768_80C65DB00,0.8429672,0,1,0.3074606236827407
250508_8127332E0,0.84287447,1,4,0.4038771843098199
214621_81046C770,0.8428656,0,1,0.31204119775730016
21381_802FFC060,0.84281826,1,2,0.4316051308514083
212_808612CD0,0.84272665,0,1,0.31413135319076135
137335_80EE5DD60,0.84268457,0,1,0.3074606236827407
9328_80AF1E700,0.8426623,0,1,0.3264954219003266
11157_8006F0580,0.8423725,1,3,0.4567172500141698
236046_8143C2420,0.8420453,0,1,0.3074606236827407
10232_80D4A6AB0,0.84196335,0,1,0.34848364592756076
10344_808D193A0,0.8419166,1,1,0.47070896199823264
113935_8080B8EF0,0.8418595,0,1,0.3170267647039471
24963_80496D1A0,0.84173065,0,1,0.3074606236827407
219805_807894990,0.8417124,0,1,0.31178949429931335
29992_80F9EBEB0,0.8416653,0,1,0.3074606236827407
16163_803E419B0,0.8416366,0,1,0.31914090200065864
19318_8047FEB70,0.8416164,0,1,0.3074606236827407
21568_807EDFAA0,0.8415954,0,1,0.3355677531537785
14077_8019E64E0,0.84156156,1,3,0.43345273734722434
1420_800DDA110,0.8414946,0,1,0.3074606236827407
27241_80A6699E0,0.8412788,1,1,0.3074606236827407
1655_808F35670,0.84125036,0,1,0.3170267647039471
21568_808278870,0.8412294,0,1,0.3075322450286877
1411_8032F35E0,0.8411166,1,1,0.32539302346525967
17861_80656C8F0,0.8411166,0,1,0.32539302346525967
112733_8059FBC60,0.8409184,0,2,0.38210907421768003
17732_804859380,0.8408425,0,1,0.3114479476834045
218202_807F0FD30,0.8407113,0,1,0.3500464897090115
18951_8079AC2E0,0.84063065,0,1,0.3151143058140057
150675_812E99300,0.8405636,0,1,0.3077148427632307
13157_805CA5A30,0.84039956,1,1,0.4973785405654524
4_804D81BF0,0.84034824,0,1,0.3074606236827407
13037_809F13200,0.84031624,0,1,0.3351112874548579
116715_8064E6D50,0.8402414,0,1,0.3271414792145135
111326_80576B8F0,0.8402414,0,1,0.3271414792145135
120292_80770DFA0,0.8402092,0,1,0.31413135319076135
20226_80D0B7180,0.8402084,0,1,0.31580275123826573
1299_8023F4D30,0.8401073,0,1,0.3074606236827407
12359_8079DEDF0,0.8400342,0,1,0.31447584253940275
16031_80E00C6A0,0.8399095,0,3,0.44912391654593564
23_802C7A8A0,0.83976996,0,1,0.3077148427632307
14387_81392A5B0,0.83974284,0,1,0.34294607069698996
23842_803D47120,0.83974284,0,1,0.34294607069698996
217959_808C5EB10,0.8397313,0,1,0.3445371697511895
19890_80B4457A0,0.8396747,1,1,0.31560454428506585
24032_80A07A020,0.8396403,0,1,0.3077148427632307
2915_80E6AD230,0.8396159,0,1,0.3074606236827407
220504_807E97240,0.8395595,1,3,0.44467495127150514
5_8076C5F20,0.83953106,0,1,0.3074606236827407
224866_80F3CD600,0.8395177,0,1,0.3077148427632307
1292_801F788B0,0.8393479,1,2,0.38620747901235397
2591_801051410,0.8393037,0,1,0.31552049080143957
3045_802803680,0.83929807,0,1,0.3488028661044446
20_8037E41C0,0.839242,0,1,0.3114479476834045
42420_812E17EB0,0.839154,0,1,0.3074606236827407
211_8076FB390,0.8391176,0,1,0.3170267647039471
21575_804947900,0.8390422,0,1,0.31811237278832777
24132_802D54620,0.8390222,0,1,0.3258753627798668
15625_80773C7A0,0.83890843,0,1,0.32435950911699235
13327_801B70830,0.8387441,0,1,0.3424724996670622
1420_8005FD390,0.83870894,0,9,0.6717851965509979
2439_802969D60,0.83865803,0,1,0.3077148427632307
17732_802E697B0,0.8386533,0,1,0.31447584253940275
115700_8141B4030,0.83861053,0,1,0.3077148427632307
115249_810C8EA00,0.83857554,0,1,0.3074606236827407
4766_802C92940,0.83833945,0,1,0.3170267647039471
1024_807ACE8F0,0.8382591,0,1,0.3077148427632307
13145_803B98A50,0.83813035,0,1,0.31447584253940275
10441_806E70C60,0.83807325,0,1,0.3074606236827407
242295_81023A6C0,0.83807325,0,1,0.3074606236827407
30416_80B1BF2C0,0.83805376,0,1,0.3074606236827407
25075_805BFE990,0.8379737,0,1,0.3170267647039471
2439_80ADFD0B0,0.83794755,0,1,0.3077148427632307
20861_80940A1D0,0.8378434,1,1,0.31771119161643085
28255_803C12520,0.83775204,0,1,0.31413135319076135
1665_800B995F0,0.83770835,0,9,0.4720295506957864
111141_80680BF40,0.83764803,0,1,0.3258753627798668
908_800DCE080,0.8375598,0,1,0.3514876112411734
2385_8026A4660,0.837428,0,1,0.35946397164632915
1299_800F959C0,0.8373377,0,1,0.3112631347274731
20226_81027FDF0,0.8372622,0,1,0.31413135319076135
30851_80BC0BED0,0.8372191,0,1,0.3074606236827407
908_801E8DEB0,0.83719283,0,1,0.3114479476834045
219449_80A3F5630,0.8371686,0,1,0.34966356183809655
10642_8044CB690,0.83705235,1,1,0.31447584253940275
147885_81332BF70,0.8369158,0,1,0.3112631347274731
21611_800A39470,0.8368971,0,1,0.3550584289382494
221282_811CEF000,0.8368634,0,1,0.3077148427632307
215687_807934030,0.83671945,0,1,0.3077148427632307
1490_80A025480,0.836627,0,1,0.31178949429931335
10614_806452EF0,0.83655936,0,1,0.31447584253940275
410_802CF24B0,0.83654493,0,1,0.32388810312402166
113798_80572CBE0,0.83654165,0,1,0.3114479476834045
2991_8024A8820,0.8363539,0,1496,0.5481415314289154
1_8003BAD20,0.8363242,0,1,0.3114479476834045
6_8056B5ED0,0.83608866,0,1,0.3074606236827407
1916_8022E5900,0.83591926,0,1,0.3114479476834045
136823_80FBE66E0,0.83591855,0,1,0.3077148427632307
8823_807D94790,0.83590937,0,1,0.3170267647039471
137335_80F2B3360,0.83590686,0,1,0.3170267647039471
115363_8104230F0,0.8359028,0,1,0.3075322450286877
21550_808FB7EC0,0.8357245,0,1,0.31413135319076135
27616_8124C4490,0.83565724,0,1,0.33556505782267443
14290_801B949C0,0.83565724,1,1,0.33453748243750886
13037_803A0C4F0,0.83565724,0,1,0.33453748243750886
117733_80BA05250,0.83565724,0,1,0.33453748243750886
1068_806502A80,0.83557063,0,1,0.3077148427632307
121698_811ABC9F0,0.83553004,0,3,0.4441147904279703
137196_810513910,0.83550864,0,1,0.3114479476834045
1244_800ACE160,0.8354874,1,1,0.31447584253940275
12513_802096D30,0.8353753,0,1,0.3198717000621481
2824_80124BC10,0.8352643,0,1,0.3170267647039471
23_809EB6770,0.8351084,0,1,0.3074606236827407
1068_807D21360,0.8350949,0,1,0.37124534698901657
22164_801952ED0,0.8350699,0,1,0.316458026480373
150995_8134C44E0,0.83506626,0,1,0.3074606236827407
